"Talk with an animal keeper who cares for the Zoo's lions and tigers twice daily between the animal yards to the right of the carousel in Great Cats Circle.", 0
"Overview of the Zoo. 2 hour walking tour subject to volunteer availability. Groups larger than 10 people please call 202-633-3056.", 0
"This learning space designed especially for children ages six and under combines age appropriate activities with museum collections and touchable objects to provide a gateway to history and a place to exercise curiosity for the youngest historians.", 0
"Spark!Lab is where museum visitors become inventors. The Lemelson Center for the Study of Invention and Innovation invites children between the ages of 6 and 12 to create, collaborate, explore, test, experiment and invent. Activities for children and families incorporate traditional science, technology, engineering and math (STEM) with art, history and creativity. Spark!Lab activities are designed around common themes that connect to National Museum of American History collections and exhibitions. Themes are developed broadly to incorporate a wide range of collections and will change on a regular basis, ensuring that regular visitors have something new to explore.", 0
"Take a stroll among live butterflies and exotic plants! Located adjacent to Partners in Evolution, this tropical oasis offers visitors a rare opportunity to get close to a variety of living butterflies from all over the world.", 0
"Ages 4-8. Get ready to explore the world under your feet in this underground puppet adventure.", 0
"An animal keeper will introduce you to one of the Zoo's small mammals like an armadillo or naked mole-rat.", 0
"Thousands of fish species live in the Amazon River Basin. Meet some of them during this feeding in Amazonia.", 0
"Talk with one of the animal keepers who cares for the Zoo's Andean bears daily at 11 a.m. and 2 p.m. Andean bears are located between the Zoo's Amazonia and American Trail exhibits.", 0
"Learn all about Asian elephants and how animal care staff work with these four-ton animals!", 0
"Alpacas, donkeys, and goats-Oh My! Keepers will introduce you to one of the many furry or feathered residents of the Farm. This demonstration is weather dependent.", 0
"Come meet a keeper at the Reptile Discovery Center and learn about one fascinating species they care for.", 0
"Come hear what it takes to look after the Zoo's pandas from one of our animal keepers. This demonstration may take place at the red panda OR giant panda yards. Check the board at the entrance to Asia Trail for the exact location.", 0
"Hear museum staff read children's stories about aviation or space exploration; then try your hand at an art activity. See the National Air and Space Museum website for today's title.", 0
"Watch as keeper staff train our seals or sea lions and learn more about these beautiful marine mammals! Check the board located near the Get your Feet Wet tide pool exhibit on American Trail for information on today’s demo.", 0
"Throughout May, imagiNATIONS Story & Discovery recognizes Asian Pacific American Heritage Month with Tutu’s Quilt: Ke Kapa Kuiki a Tutu, by James Rumford. The book tells the story of Hawaiian annexation through the eyes of a fictional grandmother and her family. Tutu's actions show how the tradition of flag quilts reflects the importance of Hawaiian sovereignty. Afterward, make a community “quilt” using felt! Recommended age: 3+", 0
"Story time in our Explore! space immerses you in tales of artists, presidents, inventors, athletes, and more! Before or after story time, enjoy our family space where you can play and learn about portraiture. 11:45am Tuesday-Friday. All ages welcome. No reservation required.", 0
"Visit our shocking new Electric Fishes Demonstration Lab at the Amazonia Field Station and learn about these fascinating fishes from an animal keeper who cares for them.", 0
"Animal care staff will introduce you to one of the species on American Trail. Check the board located near the Get your Feet Wet tide pool exhibit on American Trail for information on today’s demo.", 0
"Alpacas, donkeys, and goats-Oh My! Keepers will introduce you to one of the many furry or feathered residents of the Farm. This demonstration is weather dependent.", 0
"Hear from an animal keeper and get a view of one of our sloth bears in their yard as they enjoy a food or enrichment* item. *The Smithsonian's National Zoo's enrichment program provides physically and mentally stimulating toys, activities and environments for all the Zoo’s animals. Enrichment allows animals to demonstrate their species-typical behavior, gives them opportunity to exercise control or choice over their environment and enhances their well-being. Enrichment is just as essential to animal welfare as proper nutrition and veterinary care.", 0
"Asia Trail Animal Feeding. Check the sign at the entrance to Asia Trail to see which animal will receive a treat during today's demonstration.", 0
"Lemur Feeding. Watch these dynamic primates from Madagascar as they discover enrichment items. Weather permitting.", 0
"Join us for a hands-on program in honor of Asian Pacific American Heritage Month! As Polynesian voyagers settled islands throughout the Pacific Ocean, including Hawai’i, they brought useful plants with them. Learn about these “canoe plants” and their many uses, from making outrigger canoes to providing food and making clothes. This 5-to-10-minute program repeats on demand. Recommended age: 0+", 0
"Meet the newest member of the Hirshhorn team: Pepper! Pepper is a social, humanoid robot designed to start conversations, share information, and have fun. Our Pepper is one of the first of its kind at the Smithsonian, part of a pilot project that lets us experiment with the use of social robots in museum spaces. Curious? Come meet Pepper, chat with the team, and get the inside scoop on this exciting new tech adventure. Stop by the info desk to see where Pepper is hanging out that day!", 0
"All aboard for an exciting three-day rail journey through West Virginia's breathtaking mountain scenery led by railroad historian Joe Nevin.", 0
"Check it out! Find our cart in-gallery and check out a kit to use inside the museum. Kits include a children’s book, suggested artworks for viewing, and hands-on materials. This program is a partnership between Smithsonian Libraries and the Hirshhorn.", 0
"This learning space designed especially for children ages six and under combines age appropriate activities with museum collections and touchable objects to provide a gateway to history and a place to exercise curiosity for the youngest historians.", 0
"Wednesday and Friday mornings are all about our youngest learners! Join us from 10 a.m to noon in the imagiNATIONS Activity Center for a pop-up space where babies can practice their motor skills, engage with objects for new sensory experiences, and play!", 0
"Concerts at the Museum in Washington, DC feature vocal and instrumental selections from a variety of musical genres including big band, jazz, popular, patriotic, and classical. World-class musicians from the U.S. military are sure to both entertain and inspire you.", 0
"Discover the Golden Triangle neighborhood and the outdoor sculptures of No Spectators: Beyond the Renwick during this walking tour. Meet outside Renwick Gallery entrance, Pennsylvania Avenue. The tour lasts approximately 90 minutes. (Weather permitting.) No Spectators: Beyond the Renwick, an installation of outdoor sculptures and related programming in the neighborhood, is made possible by a collaboration with the Golden Triangle Business Improvement District and support from Lyft.", 0
"Sheep Shearing Demonstrations: Watch our livestock staff perform this annual spring activity using 18th century shears", 0
"Listen to our Resident Fifer play different fifes, flutes, and a drum to demonstrate their different sounds and functions. Learn about some of the musicians who played music on the front lines of the American Revolution and examine replicas of 18th-century uniforms, books, and sheet music. Our fifer also demonstrates tunes for dancing, such as a minuet, a jig, and a reel.", 0
"Explore beautiful gardens that combine form and function, see 18th-century trees that have stood the test of time, and discover the carefully crafted landscape that George Washington wanted you to experience.", 0
"Experience George Washington's Mount Vernon from a different perspective during this 45-minute narrated sightseeing excursion on the Potomac River.", 0
"Story Time in Hands-on-History. Listen to Mount Vernon staff read I am George Washington by Brad Meltzer.", 0
"Drop in and exchange greetings with our nation's first First Lady. Listen to stories from the woman that knew George Washington best - his wife, Martha. An actress portraying Martha Washington will regale you with tales of what it was like being married to our first president, hosting guests at Mount Vernon, living in the eighteenth century - and much more!", 0
"Fiber Demonstrations. Observe spinning, weaving, and fiber processing demonstrations while discussing Washington's textile industry at Mount Vernon.", 0
"Hands-on-History Discovery Program. Families with young children are encouraged to explore and discover together through educational games, puzzles, and activities.", 0
"Children's Afternoon Activities. Participate in hands-on activities and create a special craft to take home as a souvenir of your visit! Space and supplies are limited.", 0
"Visit the mobile Discovery Station in the Education Center Lobby to participate in hands-on activities, watch demonstrations, and see 18th-century objects. The Hands-on-History Center is closed during the Discovery Station program.", 0
"Character interpreters portraying Washington's granddaughter, personal physician, enslaved manservant and others will give you a first-person narrative of life with the Father of Our Country.", 0
"Mount Vernon’s youngest visitors can make crafts and play games while learning about the Father of our Country! Children learn the same themes and ideas presented in the programming at Mount Vernon by participating in hands-on activities.", 0
"Learn about the symbols, celebrations, funerals, protests, parades, and marches of Pennsylvania Avenue.", 0
"Sunset Storytime: Join a park ranger and listen to a story about symbols in the National Mall and Memorial Park", 0
"Join a park ranger to explore the World War II Memorial and Franklin Delano Roosevelt Memorial. Dogs welcome on leash.", 0
"Join a park ranger to explore memorials that honor, recognize, and remember those who served in our nation’s conflicts.", 0
"The smash-hit show from last year is back! Gather round the iconic tree of life for traditional, songs, stories, and dances from “Iya” Bashea Imana and her talented troupe of Kuumba Kids. This highly participatory show features puppets, movement, and motivational music that rouses the spirit and moves the heart.", 0
"It’s field-trip day and Jojo can’t wait to get to the zoo! But when he finds a little lost furball, what can he do? Asking for help for his new animal friend leads to a behind-the-scenes adventure, meeting some favorite animals, and learning about our wonderful Earth and its creatures.", 0
"Award-winning children's songwriter & recording artist, Yosi, brings songs, dances & instruments from around the world to you!  Don’t miss this multicultural, interactive, and educational concert.  Children will learn to say “hello” and count in various languages.  They’ll participate in two dances from other cultures and most importantly, learn about tolerance and acceptance of people from different parts of the world.", 0
"Red scales, white tails, and blue tongues - a variety of colorful live reptiles from the USA and all over the world will be featured during this wildly exciting show!  An engaging, kid-friendly Wildlife Educator will educate and entertain with exciting animal stories and fun animal facts.", 0
"Culture Shock DC shares the power, beauty, and energy of hip-hop in an interactive performance guaranteed to get you up on your feet. Find out what makes hip-hop such a unique and vibrant form, and cheer these amazing dance artist-educators in action. Get into the act as you learn some of the group’s choreography, and take the stage to show off your best freestyle moves!", 0
"Discover the engineering marvels, new and old, that make our world great and explore new technologies that will make it even stronger!  We will ride on a futuristic hover board and fire projectiles using one of the most basic engineering defenses: a catapult!  We will learn about renewable solar and wind technologies and try to demolish a building to better understand earthquake construction and natural disaster protection!", 0
"You can’t spell funk without “fun”—and that’s what guaranteed when SWAGFUNK takes over the stage. The D.C. band’s musical mix of funk, jazz, rock, pop, R&B, and reggae celebrates the joy of classic styles, and their high-energy grooves will have you singing and dancing along at a summer party you won’t want to miss!", 0
"This explosive company from Montgomery County shares the richness of African American culture by dancing the heritage of the African homelands. In a spectacular performance that blends chest-pounding drumming and foot-stomping leaps and steps, these performers create an infectious joy that captures hearts and sprits.", 0
"Today's Class: Fruits and Veggies. Help cultivate your infant’s developing palate by comparing the colors of fruits and vegetables to pieces in the National Gallery of Art. Families will explore different types of produce with hands-on observations and maybe even some taste-testing!", 0
"Today's Class: Elephants. Elephants are particularly lovable creatures who figure prominently in Indian culture. Children will learn about these gentle giants and visit the Sackler Gallery to hear a story about Ganesha, the elephant-headed Hindu god.", 0
"Watch as keeper staff train our seals or sea lions and learn more about these beautiful marine mammals! Check the board located near the Get your Feet Wet tide pool exhibit on American Trail for information on today’s demo.", 0
"Portrait Discovery Kits are an interactive and imaginative way for visitors to learn more about people who are in the National Portrait Gallery and their contributions to American history. The kits offer a self-guided tour, Seek and Find cards, Portrait Detective and Historian Guides, and a Compare and Contrast activity using a doll. Visitors can check out kits just outside of the National Portrait Gallery’s education center, room E151 on the first floor. Kits must be returned prior to 4 p.m. This program is sponsored in part by the Reinsch Family Education Endowment.", 0
"Visitors can listen to a story and create art inspired by someone in the Portrait Gallery’s collection. This weekend hear about Olympic swimmer, Gertrude Ederle.", 0
"STORYTIME explores contemporary art through stories and movement. Museum staff will read aloud a book, introduce children to an artist in the collection, and lead a hands-on activity. Nursing moms welcome. Stroller parking is available in the Hirshhorn lobby. Groups of 10 or more should contact mcgettigant@si.edu to reserve a program in advance. Please note: snacks are not allowed inside the Museum, but you may eat outside on our Plaza before or after the program.", 0
"Dive into dynamic visualizations on "Science on a Sphere" to explore the connections between the ocean, climate, and human activity.  Hear how communities are making a difference.", 0
